"country"	"GEI_Schmitt"	"HDI_Schmitt"	"GDP_Schmitt"	"gini_Schmitt"	"GEI_Giolla"	"HDI_Giolla"	"GDP_Giolla"	"gini_Giolla"	"GEI_Lee"	"HDI_Lee"	"GDP_Lee"	"gini_Lee"	"GEI_ESS"	"HDI_ESS"	"GDP_ESS"	"gini_ESS"	"GEI_Falk"	"HDI_Falk"	"GDP_Falk"	"gini_Falk"	"GEI_Stoet"	"HDI_Stoet"	"GDP_Stoet"	"gini_Stoet"	"GEI_Vishkin"	"HDI_Vishkin"	"GDP_Vishkin"	"gini_Vishkin"	"GEI_Asperholm"	"HDI_Asperholm"	"GDP_Asperholm"	"gini_Asperholm"	"GEI_Bleidorn"	"HDI_Bleidorn"	"GDP_Bleidorn"	"gini_Bleidorn"	"GEI_Buss"	"HDI_Buss"	"GDP_Buss"	"gini_Buss"	"GEI_ElseQuest"	"HDI_ElseQuest"	"GDP_ElseQuest"	"gini_ElseQuest"	"GEI_Homicide"	"HDI_Homicide"	"GDP_Homicide"	"gini_Homicide"	"GEI_Maes"	"HDI_Maes"	"GDP_Maes"	"gini_Maes"	"GEI_Randler"	"HDI_Randler"	"GDP_Randler"	"gini_Randler"	"GEI_Schmitt_new"	"HDI_Schmitt_new"	"GDP_Schmitt_new"	"gini_Schmitt_new"	"GEI_Silverman"	"HDI_Silverman"	"GDP_Silverman"	"gini_Silverman"	"GEI_Stoet_new"	"HDI_Stoet_new"	"GDP_Stoet_new"	"gini_Stoet_new"	"GEI_Breda"	"HDI_Breda"	"GDP_Breda"	"gini_Breda"	"GEI_WVSB5"	"HDI_WVSB5"	"GDP_WVSB5"	"gini_WVSB5"	"GEI_GPIPP"	"HDI_GPIPP"	"GDP_GPIPP"	"gini_GPIPP"
"Bulgaria"	NA	NA	NA	NA	NA	NA	NA	NA	-0.08	0.8084	7340.90388047091	39.66	0.753	0.785	6294.38530835146	33.8	NA	NA	NA	NA	0.72	0.809	7081.10233572915	38.6	0.206	0.81	8242.31399635503	40.3	0.95	0.747148148148148	4456	36.2181818181818	0.75895652173913	0.776130434782609	5987.88469777177	37.3933333333333	0.638	0.684	4431.02887629317	NA	0.606	0.749	4522.97979562095	NA	0.787625	0.807375	7451.25619938685	39.4625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.761	0.756	4853.94456910486	NA	0.71	0.7574	5098.33634239553	34.8	0.7	0.798	6699.68780097262	36	NA	NA	NA	NA	0.75895652173913	0.776130434782609	5987.88469777177	37.3933333333333
"Croatia"	0.837	0.783	10620.0810672777	NA	NA	NA	NA	NA	-0.15	0.848	12635.5607045822	30.84	0.858	0.816	12026.2051374857	32.6	0.6	0.8117	11848.8226302228	32.45	0.71	0.843	12071.090955025	31.1	0.116	0.861	14211.7554309381	28.9	NA	NA	NA	NA	0.844434782608696	0.813347826086957	11572.4154324846	31.2	NA	NA	NA	NA	NA	NA	NA	NA	0.87475	0.84925	12764.8080409314	30.575	NA	NA	NA	NA	NA	NA	NA	NA	0.527	0.803	7387	NA	NA	NA	NA	NA	0.7	0.7945	11140.0504121416	32.6	0.71	0.83	11694.1987897069	32.5	NA	NA	NA	NA	0.844434782608696	0.813347826086957	11572.4154324846	31.2
"Cyprus"	0.884	0.825	23930.66015625	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.869	0.862	26183.451171875	32.1	NA	NA	NA	NA	NA	NA	NA	NA	0.086	0.897	28360.03125	31.2	NA	NA	NA	NA	0.773217391304348	0.848869565217391	24809.5694633152	32.4294117647059	NA	NA	NA	NA	0.542	0.825	23930.66015625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.773217391304348	0.848869565217391	24809.5694633152	32.4294117647059
"Georgia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.57	0.7484	2782.25783096085	38.01	0.69	0.79	4014.11224099111	36.5	0.331	0.81	4773.33566552898	35.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.67	0.7308	2277.64506087902	37.93	NA	NA	NA	NA	0.6064	0.7718	3539.17479674907	38.86	0.621285714285714	0.760333333333333	3028.15789325175	37.9478260869565
"Greece"	0.907	0.835	21104.832913793	32.8	NA	NA	NA	NA	-0.11	0.8804	18221.3760999325	34.82	0.843	0.866	22839.3475325728	33.6	0.51	0.8583	21870.3442704541	34.25	0.69	0.88	18083.8779056547	36	0.116	0.889	19018.9021220823	33.1	-0.26	0.827333333333333	28827	34.7875	0.835913043478261	0.856130434782609	19890.3169044362	34.4	0.701	0.759	15525.8414521802	NA	0.519	0.835	21104.832913793	32.8	0.876875	0.881	18158.2062847134	34.6125	0.797148148148148	0.827333333333333	18952.6521518182	34.7875	NA	NA	NA	NA	0.502	0.881	15414	NA	0.824	0.843	22118.1557970506	33.6	0.67	0.8443	21757.0351238108	33.9375	0.67	0.866	18123.6710971914	36.3	NA	NA	NA	NA	0.835913043478261	0.856130434782609	19890.3169044362	34.4
"Kosovo"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.805	NA	2731.3940034647	31.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Macedonia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.7	0.762	4861.55615984223	35.6	0.143	0.784	5386.2027499932	33.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.688	3301.31361922323	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.69	0.6999	3627.69035093441	42.8	NA	NA	NA	NA	NA	NA	NA	NA	0.798391304347826	0.725869565217391	4148.1720307945	36.6090909090909
"Moldova"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.55	0.7124	2088.51517224788	33.55	0.74	0.749	2749.91303825395	27	0.204	0.774	3439.12963997156	26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.468	0.674	1654.58390396924	34.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.72	0.6873	1815.00164882568	35.38	NA	NA	NA	NA	NA	NA	NA	NA	0.74247619047619	0.713608695652174	2255.55176452941	32.4545454545454
"Montenegro"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.69	0.822	6517.18961381857	39	0.109	0.837	7684.18036247051	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.862875	0.826125	6792.43813179225	38.1666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.778571428571428	5115.1901460504	NA	0.69	0.812	5995.77163480183	41.2	NA	NA	NA	NA	NA	NA	NA	NA
"Romania"	0.789	0.732	5407.85596292838	NA	0.681033333333333	0.797666666666667	7715.02391903405	36.75	-0.34	0.818	9561.82852246612	35.62	0.631	0.809	7921.22067865686	35.6	0.56	0.7821	7226.34434547612	36.7142857142857	0.69	0.813	8976.95523628605	35.9	0.276	0.832	11252.8865517098	34.8	0.14	0.746481481481481	5829	36.3818181818182	0.663173913043478	0.780478260869565	7570.06506654902	36.0933333333333	NA	NA	NA	NA	0.46	0.732	5407.85596292838	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.449	0.772	6041	NA	0.625	0.742	6005.91687643738	NA	0.68	0.7567	6301.51952120951	37.275	0.69	0.805	8234.305286922	36.5	NA	NA	NA	NA	0.663173913043478	0.780478260869565	7570.06506654902	36.0933333333333
"Russia"	NA	NA	NA	NA	NA	NA	NA	NA	-0.42	0.8288	9472.208203125	37.82	0.682	0.789	8381.8681640625	39.8	0.635	0.7835	8197.1673828125	40.62	0.69	0.824	9313.021484375	37.7	0.225	0.845	9958.4697265625	37.7	0.66	0.760074074074074	10675	39.335	0.715652173913043	0.788217391304348	8035.42476222826	38.9869565217391	NA	NA	NA	NA	0.44	0.754	6370.45361328125	40	0.804875	0.8295	9581.92651367187	37.9625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.7	0.7638	7146.91826171875	39.76	0.7	0.811	9475.6904296875	40.7	NA	NA	NA	NA	0.715652173913043	0.788217391304348	8035.42476222826	38.9869565217391
"Serbia"	NA	0.711	3808.09410250362	NA	NA	NA	NA	NA	-0.32	0.7984	5815.73185698896	38.2	NA	NA	NA	NA	0.595	0.7523	4831.28592283654	39.9	NA	NA	NA	NA	0.132	0.811	6567.90805482597	34.5	NA	NA	NA	NA	0.825866666666667	0.755260869565217	4895.09697787155	37.7666666666667	NA	NA	NA	NA	NA	0.711	3808.09410250362	NA	0.85825	0.799	5965.4524494777	37.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.7291	4266.13167834662	NA	0.7	0.78	5343.57882527263	39.9	NA	NA	NA	NA	0.825866666666667	0.755260869565217	4895.09697787155	37.7666666666667
"Ukraine"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.664	0.758	2215.27221679688	25.3	0.64	0.7548	2293.19754638672	26.94	NA	NA	NA	NA	0.234	0.786	2425.63500976563	26.6	NA	NA	NA	NA	0.708434782608696	0.752347826086956	2117.4672320822	26.4105263157895	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.428	0.742	3458	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.708434782608696	0.752347826086956	2117.4672320822	26.4105263157895
"Yugoslavia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Afghanistan"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.4241	457.713499076533	NA	NA	NA	NA	NA	0.655	0.488	584.386515325947	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.304769230769231	0.425173913043478	507.160307533429	NA
"Albania"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.758	0.741	3432.17088105477	NA	NA	NA	NA	NA	0.7	0.795	3952.80358410846	32.8	0.181	0.81	4543.38772250631	30.1	NA	NA	NA	NA	0.786227272727273	0.742956521739131	3230.32642258033	31.3727272727273	NA	NA	NA	NA	NA	NA	NA	NA	0.8425	0.79775	4165.38256943687	31.9714285714286	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.66	0.7082	2655.74242383808	30.7666666666667	0.67	0.778	3736.34008946398	29	NA	NA	NA	NA	0.786227272727273	0.742956521739131	3230.32642258033	31.3727272727273
"Algeria"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.14	0.7016	3819.95000177334	27.6	0.63	0.74	4197.41997101868	NA	0.429	0.748	4153.00344111131	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5422	0.7286	4022.84182159708	27.6	0.496826086956522	0.703478260869565	3782.17745323318	27.6
"Azerbaijan"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.323	0.761	5348.45413572489	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.6705	0.748125	5328.45237955529	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.69	0.6714	2902.3468490336	28.36	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Bahrain"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.212	0.882	23414.2190743533	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.806	22348.9048094348	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.739888888888889	0.823304347826087	22198.0463247591	NA
"Chad"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.71	0.403	652.703215990686	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Egypt"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.09	0.6595	2995.70754591984	30.35	NA	NA	NA	NA	0.449	0.735	3769.03576994499	31.9	NA	NA	NA	NA	0.460695652173913	0.673391304347826	3064.76217321544	31.175	NA	NA	NA	NA	0.253	0.637	2587.6305080738	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.4516	0.687	3294.07691865305	29.25	0.460695652173913	0.673391304347826	3064.76217321544	31.175
"Iran"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.04	0.7333	5046.01824041409	43.5	NA	NA	NA	NA	0.459	0.783	5017.11721513553	40.9	NA	NA	NA	NA	0.474173913043478	0.73904347826087	4843.59748156883	41.2727272727273	0.313	0.601	3363.51012017323	NA	NA	0.704	4554.59387298311	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.437206896551724	0.707724137931035	4486.60329183006	42.0846153846154	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.474173913043478	0.73904347826087	4843.59748156883	41.2727272727273
"Iraq"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.6203	3550.26116683839	29.05	NA	NA	NA	NA	0.577	0.696	4854.38649485853	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.406	0.6572	4206.35619653836	29.5	0.379434782608696	0.634	3947.54672595233	29.05
"Jordan"	0.74	0.698	3951.04104562456	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.03	0.7206	4577.05406920113	33.4	0.59	0.718	4064.25301043642	NA	0.45	0.727	3909.25004324205	NA	NA	NA	NA	NA	0.491952380952381	0.711434782608696	4207.03853207961	34.3	NA	NA	NA	NA	NA	0.698	3951.04104562456	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.63	0.7094	4237.38500251518	34.5	0.61	0.721	4920.86517893078	NA	0.5136	0.721	4747.9910782398	33.7	0.491952380952381	0.711434782608696	4207.03853207961	34.3
"Kazakhstan"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.68	0.7541	8141.04069177932	30.65	NA	NA	NA	NA	0.19	0.819	11402.7583992887	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.7	0.7297	6815.29207067761	32.5666666666667	0.72	0.783	9823.69242045767	28.2	NA	NA	NA	NA	0.72847619047619	0.757304347826087	8277.10463466293	30.0388888888889
"Kuwait"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.242	0.839	25777.5666177048	NA	NA	NA	NA	NA	0.608608695652174	0.81	32642.5929228964	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.7768	0.8202	32074.0910697275	NA	0.608608695652174	0.81	32642.5929228964	NA
"Kyrgyzstan"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.369	0.698	1226.82430631544	29.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.6438	833.470371960615	32.03	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Lebanon"	0.745	NA	6348.80648470535	NA	NA	NA	NA	NA	-1.51	0.7478	8127.1837970297	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.6	0.746	7802.75136773923	NA	0.411	0.745	8081.74334372685	NA	NA	NA	NA	NA	0.572785714285714	0.751375	7442.97813062501	31.8	NA	NA	NA	NA	NA	NA	6348.80648470535	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.758	4705	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5588	0.7624	8708.78041501714	31.8	0.572785714285714	0.751375	7442.97813062501	31.8
"Libya"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.252	0.722	9278.27171013324	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.7252	0.714	10329.4611990236	NA	NA	NA	NA	NA
"Mauritania"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.634	0.563	1670.02883946475	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Morocco"	0.616	0.552	2222.93701171875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.095	0.5856	2580.5837890625	40.7	NA	NA	NA	NA	0.454	0.682	3355.61303710938	NA	NA	NA	NA	NA	0.446695652173913	0.598434782608696	2655.12451702616	40.05	NA	NA	NA	NA	NA	0.552	2222.93701171875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.596	3419	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.446695652173913	0.598434782608696	2655.12451702616	40.05
"Oman"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.306	0.839	18044.2704535008	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.7005	0.82625	18485.2258433212	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.676764705882353	0.782	19657.8446477603	NA
"Pakistan"	NA	NA	NA	NA	NA	NA	NA	NA	-2.92	0.538	1335.69009891921	30.45	NA	NA	NA	NA	0.07	0.4939	1113.04296070771	30.08	NA	NA	NA	NA	0.538	0.546	1452.85142930928	NA	NA	NA	NA	NA	0.368347826086957	0.497565217391304	1156.42480146141	30.26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.308037037037037	0.465518518518519	1045.76997631635	30.6833333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.4182	0.5142	1180.92826275484	29.3333333333333	0.368347826086957	0.497565217391304	1156.42480146141	30.26
"Palestine"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2041.59223117565	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.6966	3166.11717547264	34.85	NA	NA	NA	NA
"Qatar"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.65	0.846	66984.9102002396	NA	0.185	0.859	59672.641552652	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.59	0.8218	57016.4974074521	NA	0.63	0.829	72870.3737957496	NA	NA	NA	NA	NA	0.459933333333333	0.830869565217391	61738.8899825017	NA
"Saudi Arabia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.7981	17958.4803943512	NA	NA	NA	NA	NA	0.252	0.873	19806.1154660443	NA	NA	NA	NA	NA	0.454555555555556	0.806826086956522	18342.7741935178	NA	NA	NA	NA	NA	NA	0.76	16916.5286773061	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.454555555555556	0.806826086956522	18342.7741935178	NA
"Sudan"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.545	0.514	1950.03161621094	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Syria"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.482	0.584	781.391217414265	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.515826086956522	0.609478260869565	1181.79535574083	37.5
"Tajikistan"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.314	0.676	1172.07912349879	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Tunisia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.63	0.733	3960.92484913663	32.8	0.296	0.745	4094.88057787837	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.677	3021.58200822647	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.63	0.6883	3260.02100822842	39.25	0.63	0.724	3842.55557658763	NA	0.7126	0.7246	3859.38563784159	35.8	0.688521739130435	0.705652173913043	3522.72863999479	36.775
"Turkey"	0.742	0.69	6566.82826350097	42.2	NA	NA	NA	NA	-1.13	0.8242	11187.6922635581	41.86	0.563	0.728	7842.57602878755	39	0.31	0.7241	8107.15413284973	40.11	0.62	0.817	10851.9201069804	42.9	0.306	0.842	11935.3878678248	41.9	-2.12	0.695259259259259	7727	40.7941176470588	0.576652173913043	0.746565217391304	8802.11588608647	40.7722222222222	NA	NA	NA	NA	0.29	0.69	6566.82826350097	42.2	0.6855	0.824375	11260.6306980835	41.6285714285714	0.507592592592593	0.695259259259259	7408.16921585554	40.7941176470588	0.521	0.704965517241379	7712.21389099997	40.8842105263158	0.308	0.735	6380	NA	0.484	0.695	7112.4922714683	41.3	0.59	0.6989	7270.63073782315	40.4375	0.6	0.769	9506.96657498285	40.2	NA	NA	NA	NA	0.576652173913043	0.746565217391304	8802.11588608647	40.7722222222222
"United Arab Emirates"	NA	NA	NA	NA	NA	NA	NA	NA	-0.59	0.88	42257.72769846	26	NA	NA	NA	NA	0.18	0.83	46281.7313539741	NA	0.65	0.865	41525.1389043587	NA	0.079	0.92	43785.4172712311	NA	0.33	0.804666666666667	42950	32.5	0.642	0.841304347826087	47076.8551648423	29.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.273	0.818	59986.440027708	NA	0.62	0.8179	52880.1378451894	NA	0.64	0.846	36567.6222922399	NA	NA	NA	NA	NA	0.642	0.841304347826087	47076.8551648423	29.25
